"zone","acres","sqft","yearbuilt","bedrooms","bathrooms","halfbaths","multibuilding","style","saledate1","saleprice1","saledate2","saleprice2","saledate3","saleprice3","saledate4","saleprice4","saledate5","saleprice5"
"RH2",0.04,2107,1876,4,4,1,FALSE,"4 Family","2013",572500,"2008",235438,"2003",120000,"1976",47000,NA,NA
"RH2",0.17,8064,1900,0,0,0,FALSE,"Clubs/Lodges","2014",0,"2014",0,"2010",0,"1992",165000,NA,NA
"RH2",0.06,1902,1880,3,3,0,FALSE,"3 Family","2016",450000,"2013",0,"2008",0,"2008",347500,"2007",0
"RH2",0.08,3221,1877,7,3,0,FALSE,"3 Family","2016",585000,"1996",0,"1994",80000,NA,NA,NA,NA
"RH2",0.06,2770,1880,5,3,0,FALSE,"3 Family","2011",0,"1974",54000,NA,NA,NA,NA,NA,NA
"RH2",0.1,2902,1875,7,1,1,FALSE,"Colonial","2016",530000,"2006",575000,"2005",0,"1994",0,NA,NA
"RH2",0.1,9257,1900,0,0,0,FALSE,"Apt 1-7 st","1995",2e+05,"1995",0,"1991",0,NA,NA,NA,NA
"RH2",0.07,3718,1895,6,3,0,FALSE,"2 Family","2016",545000,"2014",0,"2012",436115,"2006",431500,"1994",0
"RH2",0.07,1190,1830,2,1,1,FALSE,"Colonial","2005",0,"2004",150000,"1988",157500,NA,NA,NA,NA
"RH2",0.07,2643,1837,7,4,0,FALSE,"3 Family","2009",0,"2006",3649600,"1999",460000,"1977",0,NA,NA
"RH2",0.07,2424,1890,6,5,0,FALSE,"Apt House","2009",0,"2006",3649600,"1999",140000,"1999",0,NA,NA
"RH2",0.05,2439,1890,6,5,0,FALSE,"Apt House","2009",0,"2006",3649600,"1999",0,"1997",0,NA,NA
"RH2",0.1,4390,1900,5,3,2,FALSE,"3 Family","2009",0,"2008",5e+05,"1980",0,NA,NA,NA,NA
"RH2",0.14,8733,1900,0,0,0,FALSE,"Apt 1-7 st","2013",0,"2001",580000,"1995",318000,"1995",0,"1987",875000
"RH2",0.08,2974,1890,6,3,1,FALSE,"3 Family","2004",175000,"1991",235000,NA,NA,NA,NA,NA,NA
"RH2",0.1,4212,1900,0,0,0,FALSE,"Apt 1-7 st","2009",0,"2006",3649600,"1999",150000,"1999",0,"1980",73500
"RH2",0.08,5292,1900,9,9,0,FALSE,"Apt House","2009",0,"2001",360000,"1985",260000,NA,NA,NA,NA
"RH2",0.13,2026,1837,4,2,0,FALSE,"2 Family","2009",0,"2006",3649600,"1999",460000,"1977",0,NA,NA
"RH2",0.13,19212,1900,0,0,0,FALSE,"Apt 1-7 st","2013",2037000,"2000",765000,"1993",0,"1988",1265000,NA,NA
"RH2",0.17,1488,2002,4,2,0,FALSE,"Colonial","2003",110000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.16,918,2002,2,1,1,FALSE,"Colonial","2002",85000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.12,918,2002,2,1,1,FALSE,"Colonial","2017",1e+05,"2016",0,"2003",75000,"2001",0,NA,NA
"RH2",0.12,1210,2002,3,1,1,FALSE,"Colonial","2002",85000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.13,1488,2002,4,2,0,FALSE,"Colonial","2003",110000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.15,918,2002,2,1,1,FALSE,"Colonial","2002",85000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.13,1488,2002,4,2,0,FALSE,"Colonial","2013",162000,"2002",110000,"2001",0,NA,NA,NA,NA
"RH2",0.13,1184,2002,3,1,1,FALSE,"Colonial","2002",97500,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.14,1296,2002,3,1,1,FALSE,"Colonial","2002",97500,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.16,1250,2002,3,1,0,FALSE,"Ranch","2015",126000,"2014",0,"2006",0,"2002",97500,"2001",0
"RH2",0.08,1212,2002,3,1,1,FALSE,"Colonial","2002",85000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.08,918,2002,2,1,1,FALSE,"Colonial","2003",70000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.06,1060,2002,2,1,1,FALSE,"Half Duplex","2003",75000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",0.11,1460,2002,4,2,0,FALSE,"Half Duplex","2003",95000,"2001",0,NA,NA,NA,NA,NA,NA
"RH2",1.54,0,NA,0,0,0,FALSE,"Vacant Land","2013",3e+06,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0.2,1226,1965,3,2,0,FALSE,"Ranch","2009",180000,"2009",0,"1976",40500,NA,NA,NA,NA
"RM1",0.2,1818,1965,8,3,0,FALSE,"3 Family","2007",0,"2005",0,"2003",2e+05,"2000",125000,NA,NA
"RM1",0.2,2716,1966,6,2,0,FALSE,"2 Family","1998",0,"1996",108000,"1989",215000,"1989",215000,NA,NA
"RM1",0.2,2448,1965,6,2,0,FALSE,"2 Family","2014",0,"2014",135000,"2006",0,"2004",0,"2004",179000
"RM1",0.2,2140,1966,5,3,0,FALSE,"3 Family","1986",105000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0.2,1396,1965,3,1,0,FALSE,"Ranch","1983",42000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0.17,2832,1966,5,3,0,FALSE,"3 Family","2013",275000,"2008",290000,"2000",0,"1997",0,"1995",0
"RM1",0.2,2714,1965,5,3,0,FALSE,"3 Family","2000",0,"2000",170000,"1993",0,NA,NA,NA,NA
"RM1",0.19,2117,1964,5,2,0,FALSE,"2 Family","2017",0,"2008",0,"2004",264900,"2004",0,NA,0
"RM1",0.19,2117,1964,4,2,0,FALSE,"2 Family","2007",0,"2002",170000,"2001",0,"1984",0,NA,NA
"RM1",0.22,2832,1964,6,4,0,FALSE,"4 Family","1995",150000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0.22,2736,1965,5,3,0,FALSE,"3 Family","1998",0,"1995",149375,"1994",0,"1994",55000,NA,NA
"RM1",0.2,1749,1965,4,2,0,FALSE,"2 Family","2017",252000,"2015",190000,"2015",0,"1999",0,NA,NA
"RM1",0.2,2451,1965,6,2,0,FALSE,"2 Family","2003",199900,"1991",0,NA,NA,NA,NA,NA,NA
"RM1",0.2,2290,1966,4,2,0,FALSE,"2 Family","2016",255000,"1985",0,NA,NA,NA,NA,NA,NA
"RM1",0.2,3698,1965,7,3,2,FALSE,"3 Family","2008",275000,"2000",0,"1992",175000,"1992",175000,NA,NA
"RM1",0.28,2686,1910,4,2,1,FALSE,"Colonial","2009",0,"2008",0,"2008",0,"2006",231000,"1994",0
"RM1",0.12,1879,1986,3,2,0,FALSE,"Cape Cod","2010",204000,"2000",121875,"1987",0,NA,NA,NA,NA
"RM1",0.04,0,NA,0,0,0,FALSE,"Vacant Land","1998",6300,"1987",15000,NA,NA,NA,NA,NA,NA
"RM1",0.17,2254,1962,5,2,0,FALSE,"2 Family","2016",195000,"2016",0,"2010",0,"1995",0,"1995",0
"RM1",0.17,1617,1965,4,2,0,FALSE,"2 Family","2006",0,"2004",0,"2002",165000,"1981",52000,NA,NA
"RM1",0.17,2278,1963,5,2,0,FALSE,"2 Family","2011",226500,"2011",0,"2011",0,"2006",0,"2003",0
"RM1",0.18,2058,1965,6,3,0,FALSE,"2 Family","2007",302000,"2006",0,"2000",0,"1998",110000,"1993",140000
"RM1",0.18,1666,1965,4,2,0,FALSE,"2 Family","2014",110000,"2014",0,"1993",0,NA,NA,NA,NA
"RM1",0.33,2226,1963,4,3,0,FALSE,"2 Family","2005",0,"2005",223000,"2002",0,"1974",0,NA,NA
"RM1",0.21,2508,1965,6,3,0,FALSE,"2 Family","2003",182500,"1995",87500,"1989",0,NA,NA,NA,NA
"RM1",0.17,2420,1968,6,2,0,FALSE,"2 Family","2007",0,"1997",106000,"1996",0,"1985",152500,NA,NA
"RM1",0.17,2058,1965,6,2,0,FALSE,"2 Family","2005",312000,"2002",182000,"2001",0,"1987",0,NA,NA
"RM1",0.16,2066,1965,5,2,0,FALSE,"2 Family","2008",265000,"2005",0,"2001",0,"1987",0,NA,NA
"RM1",0.17,2394,1964,6,2,0,FALSE,"2 Family","2018",250000,"2006",0,"2006",0,"2005",0,"2004",0
"RM1",0.19,1847,1964,6,3,0,FALSE,"2 Family","2014",185000,"2004",270000,"2004",0,"1999",0,"1981",0
"RM1",0.2,1232,1967,3,1,0,FALSE,"Ranch","2008",0,"1990",130000,NA,NA,NA,NA,NA,NA
"RM1",0.25,2928,1966,3,3,0,FALSE,"3 Family","2013",0,"2008",279000,"1999",120000,"1986",0,NA,NA
"RM1",0.07,1383,1900,3,1,0,FALSE,"Colonial","2013",76861,"2012",0,"2012",0,"2002",129000,"2001",0
"RM1",0.18,1440,1925,3,1,0,FALSE,"Colonial","2016",0,"2010",160000,"1976",31000,NA,NA,NA,NA
"RM1",0.26,924,1964,4,2,1,TRUE,"Split-Level","2006",240000,"2006",0,NA,0,NA,NA,NA,NA
"RM1",0.21,1893,1952,3,1,1,FALSE,"Cape Cod","2008",180000,"2005",0,"1980",0,NA,NA,NA,NA
"RM1",0.26,1582,1958,3,1,0,FALSE,"Ranch","2002",0,"2001",116000,"1999",0,"1992",0,NA,NA
"RM1",0.24,1394,1951,3,1,0,FALSE,"Cape Cod","2016",180000,"2015",0,"1994",0,"1992",0,NA,NA
"RM1",0.13,2058,1963,6,2,0,FALSE,"2 Family","2013",0,"2013",229000,"2004",215550,"2004",215550,"1999",129900
"RM1",0.16,1666,1964,4,2,0,FALSE,"2 Family","2012",150000,"2011",0,"2010",0,"2007",285000,"2000",0
"RM1",0.17,1920,1964,5,2,0,FALSE,"2 Family","2006",312000,"2006",0,"2005",0,"2005",0,"1988",0
"RM1",0.18,1802,1965,4,2,0,FALSE,"2 Family","2006",290000,"2003",180000,"2001",0,"1999",0,"1994",0
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","2007",160000,"2003",105000,"1992",72000,NA,NA,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","2008",0,"2008",0,"2005",159900,"1998",35000,"1998",11467
"RM1",0,977,1987,2,1,1,FALSE,"Condominium","2004",125000,"2004",0,"2002",0,"2001",65000,"2000",55000
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","2016",75000,"2014",0,"2007",154000,"2003",0,"1989",0
"RM1",0,1166,1985,2,1,0,FALSE,"Condominium","2010",154900,"2009",0,"2005",0,"1993",0,NA,NA
"RM1",0,1130,1985,2,1,0,FALSE,"Condominium","2006",159900,"2000",64000,"2000",0,"1986",59900,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","1986",59900,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","2008",145000,"1993",59500,NA,NA,NA,NA,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","1985",59900,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","1995",54000,"1987",120000,NA,NA,NA,NA,NA,NA
"RM1",0,977,1985,2,1,1,FALSE,"Condominium","1998",49900,"1992",70000,NA,NA,NA,NA,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1997",0,"1996",29000,"1987",119000,NA,NA,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","2016",74900,"2016",132851,"2007",160000,"2004",145000,"1999",63900
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","2015",0,"2014",0,"2000",60000,"1986",59900,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","2010",145000,"2005",145000,"2000",0,"1996",0,"1996",0
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1996",0,"1995",0,"1988",120000,NA,NA,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1994",55000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1196,1986,2,1,1,FALSE,"Condominium","2007",154000,"2001",83500,"1994",0,"1991",0,NA,NA
"RM1",0,1196,1986,2,1,0,FALSE,"Condominium","2000",51000,"2000",0,"1995",63000,"1991",0,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1998",0,"1998",0,"1997",0,"1989",110000,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1998",52900,"1995",0,"1994",0,"1988",111000,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1987",117000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","2007",165000,"2004",155000,"1990",94500,NA,NA,NA,NA
"RM1",0,1166,1986,2,1,0,FALSE,"Condominium","1994",63000,"1986",0,NA,NA,NA,NA,NA,NA
"RM1",0,977,1986,2,1,1,FALSE,"Condominium","1998",51000,"1986",0,NA,NA,NA,NA,NA,NA
"RM1",0.6,2605,1900,4,2,0,FALSE,"2 Family","2003",158000,"2003",1e+05,"1998",0,"1996",0,NA,NA
"RM1",0.7,1260,1900,3,1,1,FALSE,"Colonial","2008",0,"1999",50000,"1986",120000,NA,NA,NA,NA
"RM1",0.42,1846,1900,4,2,1,FALSE,"Colonial","2017",235000,"1976",0,NA,NA,NA,NA,NA,NA
"RM1",0.41,1616,1910,3,2,0,FALSE,"Cape Cod","2004",182000,"1978",0,NA,NA,NA,NA,NA,NA
"RM1",0.4,1330,1910,3,1,0,FALSE,"Colonial","2017",0,"2017",125000,"2016",0,"1991",0,NA,NA
"RM1",0.39,1806,1910,3,1,1,FALSE,"Colonial","2003",190500,"1995",62000,"1988",0,NA,NA,NA,NA
"RM1",0.14,1369,1967,4,2,1,FALSE,"2 Family","2002",130000,"1991",149000,NA,NA,NA,NA,NA,NA
"RM1",1.12,13104,1966,2,1,1,TRUE,"Apt 1-7 st","2002",575000,"2001",450000,"1986",0,NA,NA,NA,NA
"RM1",0.48,6630,1966,0,0,0,FALSE,"Apt 1-7 st","2016",3e+05,"1988",82000,NA,NA,NA,NA,NA,NA
"RM1",0,1254,1987,3,2,1,FALSE,"Condominium","2015",120000,"2004",110000,"2000",0,"1988",155000,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2014",90000,"2010",170000,"2006",170000,"2004",142500,"1996",0
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2006",168500,"2004",134000,"1987",121900,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2010",154000,"2003",115000,"1988",120000,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","1987",117900,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2006",0,"2000",0,"1987",115000,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2011",158500,"2006",162000,"2000",50000,"1999",0,"1999",0
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2016",136000,"2006",162500,"1998",53000,"1997",0,"1997",0
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2012",94000,"2012",0,"2010",0,"1987",0,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","1998",45000,"1998",45000,"1989",118000,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2007",0,"2003",97000,"1987",0,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2012",0,"2006",168500,"2003",115000,"1998",56000,"1987",0
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2008",173000,"2005",165000,"1999",0,"1996",0,"1994",0
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","1987",124900,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2007",175000,"2002",85000,"1987",0,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2013",95000,"2007",165000,"1999",72000,"1995",0,"1988",112000
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","1997",41500,"1987",124900,NA,NA,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2012",98122,"2011",0,"2011",0,"2008",179900,"2004",130000
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2007",175000,"1987",0,NA,NA,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","2006",175000,"2004",121500,"1998",0,"1987",117900,NA,NA
"RM1",0,1080,1987,2,1,1,FALSE,"Condominium","1991",70000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1080,1987,2,1,0,FALSE,"Condominium","2004",140000,"2003",114000,"1987",0,NA,NA,NA,NA
"RM1",0.24,1148,1925,2,2,0,FALSE,"Cape Cod","2011",68000,"2011",0,"1969",0,NA,NA,NA,NA
"RM1",0.14,1129,1890,2,1,0,FALSE,"Colonial","1975",28000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0.14,1080,1900,3,1,0,FALSE,"Colonial","2006",185000,"2005",140000,"1994",69000,"1993",0,NA,NA
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","2016",34000,"2016",0,"2013",0,"2006",85000,"2002",0
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","2014",35000,"2013",0,"2004",65000,"2004",0,"1985",41900
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","2014",35000,"2004",51000,"2002",36000,"1999",28000,"1996",0
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","2018",0,"2017",0,"2016",0,"2016",0,"1999",15100
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","1985",41900,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,500,1984,1,1,0,FALSE,"Condominium","2003",30000,"1984",0,NA,NA,NA,NA,NA,NA
"RM1",0.17,2068,1890,5,2,0,FALSE,"2 Family","2016",217500,"2016",0,"2015",110000,"2014",0,"1997",63800
"RM1",0.17,2032,1900,4,2,0,FALSE,"2 Family","2009",193000,"2008",0,"1993",0,NA,NA,NA,NA
"RM1",0.22,1754,1900,4,3,0,TRUE,"2 Family","2014",228000,"2002",65000,"1997",72500,"1995",0,"1982",0
"RM1",0.17,1015,1900,2,1,0,FALSE,"Colonial","2017",112400,"2000",0,"1993",0,NA,NA,NA,NA
"RM1",0.19,996,1951,2,1,0,FALSE,"Ranch","2000",33000,"1991",0,NA,NA,NA,NA,NA,NA
"RM1",0.21,3240,1988,9,4,1,FALSE,"3 Family","2008",359000,"2001",212000,"1999",151000,"1994",0,NA,NA
"RM1",0.28,2660,1925,5,3,0,FALSE,"3 Family","2007",340000,"2000",14722,"1999",0,"1998",0,NA,NA
"RM1",0.21,1200,1962,2,1,0,FALSE,"Ranch","1999",85000,"1997",0,"1990",0,NA,NA,NA,NA
"RM1",0.21,1555,1920,3,2,0,FALSE,"2 Family","2005",245000,"2004",220000,"2001",82000,"1986",70000,NA,NA
"RM1",0.31,1164,1900,2,2,0,FALSE,"Cape Cod","2000",24033,"2000",24033,"2000",24033,"1999",0,"1999",0
"RM1",0.17,1286,1920,3,1,1,FALSE,"Colonial","2000",6400,"1998",60000,"1989",80000,NA,NA,NA,NA
"RM1",0.24,2279,1915,3,2,0,FALSE,"2 Family","2014",2e+05,"2013",165000,"2011",0,"1985",78500,NA,NA
"RM1",0.58,1638,1968,3,1,1,FALSE,"Ranch","2013",244900,"1995",0,"1995",0,NA,NA,NA,NA
"RM1",0.12,0,NA,0,0,0,FALSE,"Vacant Land","1998",0,"1995",0,"1995",0,"1988",60000,NA,NA
"RM1",0.24,1152,1950,2,2,0,FALSE,"Ranch","2017",0,"2017",148000,"1987",125000,NA,NA,NA,NA
"RM1",0.25,1248,1945,3,2,0,FALSE,"Colonial","2014",145500,"2002",106000,"1998",0,NA,NA,NA,NA
"RM1",0.17,1030,1937,2,1,0,FALSE,"Cape Cod","2013",0,"2005",175000,"2002",127000,"1994",78000,"1992",0
"RM1",0.24,2808,1945,4,3,0,FALSE,"3 Family","2015",205000,"2007",380000,"2007",0,"1989",220000,NA,NA
"RM1",0.32,3528,2017,8,4,0,FALSE,"4 Family","2017",380000,"2015",47500,"2007",380000,"2007",0,"1989",0
"RM1",0.28,2464,1964,4,2,1,FALSE,"2 Family","2007",280000,"1999",128000,"1991",0,NA,NA,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2011",85000,"2010",59000,"2010",45000,"2010",0,"1976",26000
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2014",57000,"2004",129900,"2003",88000,"1987",90000,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2009",94800,"2008",114750,"2004",129900,"2002",67000,"1991",0
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2009",64000,"2009",122150,"2004",129900,"1992",55000,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","1986",69000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","1992",49000,NA,NA,NA,NA,NA,NA,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2000",52000,"1990",0,NA,NA,NA,NA,NA,NA
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2009",60000,"2008",0,"2008",0,"2006",140000,"2005",0
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2015",0,"2015",50000,"2013",0,"2013",0,"2005",0
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2007",106000,"2007",121844,"2003",95000,"2000",54500,"1996",0
"RM1",0,1044,1964,2,1,1,FALSE,"Condominium","2005",139900,"1992",56000,NA,NA,NA,NA,NA,NA
"RM1",0.01,0,NA,0,0,0,FALSE,"Vacant Land","2011",0,"2007",0,"2007",242000,"1994",0,NA,NA
"RM1",0.11,1698,1952,3,3,0,FALSE,"Ranch","2011",114000,"2009",78131,"2005",256000,"1997",1e+05,"1987",0
"RM1",0.1,1982,1900,4,2,0,FALSE,"2 Family","2016",0,"2015",72000,"2014",99400,NA,0,NA,NA
"RM1",0.17,1540,1900,2,1,0,FALSE,"Colonial","2010",0,"2001",108000,"1997",44000,"1991",0,NA,NA
"RM1",0.11,1120,1965,4,3,0,FALSE,"Ranch","2017",152000,"1965",0,NA,NA,NA,NA,NA,NA
"RM1",0.11,1120,1965,3,2,0,FALSE,"Ranch","2016",0,"2004",154000,"1997",91000,"1988",0,NA,NA
"RM1",0.11,1128,1960,3,1,1,FALSE,"Ranch","2006",180000,"2000",87000,"2000",0,"2000",0,"2000",0
"RM1",0.11,1170,1960,3,1,0,FALSE,"Ranch","2004",156500,"2002",107000,"1994",0,"1994",0,NA,NA
"RM1",0.17,1290,1920,3,1,0,FALSE,"Cape Cod","2015",0,"2002",126000,"1980",12500,NA,NA,NA,NA
"RM1",0.21,1286,1963,3,1,1,FALSE,"Ranch","2013",135000,"2006",240000,"1998",57800,"1992",50000,NA,NA
"RM1",0.11,1148,1954,2,1,0,FALSE,"Ranch","2017",170000,"2015",0,"1998",14000,"1982",0,NA,NA
"RM1",0.11,984,1942,1,2,0,FALSE,"Cape Cod","2006",215000,"2002",0,"1997",72000,"1997",0,"1995",52000
"RM1",0.11,1571,1942,4,2,0,FALSE,"Cape Cod","2013",175000,"2013",0,"2013",72500,"2012",0,"2012",0
"RM1",0.23,2436,1963,6,2,0,FALSE,"2 Family","2016",116000,"2002",185000,"1986",50000,NA,NA,NA,NA
"RM1",0.11,1792,1900,3,2,0,FALSE,"2 Family","2012",0,"2006",248000,"2004",202000,"2001",125000,"1979",0
"RM1",0.23,2646,1968,3,2,0,FALSE,"2 Family","2004",0,"2004",0,"1998",159000,NA,NA,NA,NA
"RM1",0.11,2240,1967,6,2,0,FALSE,"2 Family","2006",275000,"2004",225000,"1999",124000,"1999",0,"1980",0
"RM1",0.2,3648,1965,4,4,0,FALSE,"4 Family","2018",0,"2016",196500,"2014",0,"2014",0,"2003",0
"RM1",0.23,941,1925,2,1,0,FALSE,"Bungalow","2010",1e+05,"2008",0,"2007",0,"2006",0,"2006",0
"RM1",0.11,1260,1945,3,1,0,FALSE,"Cape Cod","2016",139900,"2012",118000,"2012",0,"2002",136500,"2000",112500
"RM1",0.14,1092,1920,3,1,0,FALSE,"Bungalow","2014",112000,"2014",0,"2014",0,"2014",0,"2012",0
"RM1",0.15,1248,1973,3,2,0,FALSE,"Ranch","2014",198000,"2008",193000,"1999",82400,"1989",0,NA,NA
"RM1",0.14,960,1958,2,2,0,FALSE,"Ranch","2003",130000,"1999",0,"1994",0,NA,NA,NA,NA
"RM1",0.17,1260,1950,3,1,0,FALSE,"Cape Cod","2003",140000,"2000",97000,"1996",0,"1994",65000,NA,NA
"RM1",0.1,1355,1928,2,3,0,FALSE,"3 Family","2003",107000,"2000",55000,NA,NA,NA,NA,NA,NA
"RM1",0.11,0,NA,0,0,0,FALSE,"Outbuildings","2010",155000,"2010",0,"2002",26250,"1999",0,"1992",0
"RM1",0.11,2168,1926,3,2,1,FALSE,"Cape Cod","1999",108000,"1991",0,NA,NA,NA,NA,NA,NA
"RM1",0.11,972,1963,3,1,0,FALSE,"Ranch","1995",75000,"1993",0,NA,NA,NA,NA,NA,NA
"RM1",0.22,1172,1960,3,1,0,FALSE,"Ranch","2015",0,"2003",65000,"2002",0,NA,0,NA,NA
"RM1",0.13,1368,1924,3,1,1,FALSE,"Bungalow","2016",135000,"2015",60000,"2015",0,"2015",115000,"2006",0
"RM1",0.09,1666,1966,4,1,2,FALSE,"Colonial","2002",167375,"1997",0,NA,NA,NA,NA,NA,NA
"RM1",0.17,1843,1920,3,1,1,FALSE,"Colonial","2015",215000,"2011",215000,"2005",269900,"2001",149900,"1989",0
"RM1",0.13,840,1983,2,1,1,FALSE,"Ranch","2017",0,"2001",113000,"1999",85000,"1996",0,"1988",132000
"RM1",0.22,1692,1928,5,2,1,FALSE,"2 Family","2014",117500,"2014",0,"2006",235000,"2001",0,"2001",129900
"RM1",0.23,2258,1920,3,2,0,FALSE,"Colonial","2013",72000,"2012",0,"2005",0,"2004",0,"2002",130000
"RM1",0.11,936,1963,3,1,0,FALSE,"Ranch","2000",0,"2000",0,"1987",12000,NA,NA,NA,NA
"RM1",0.11,1920,1967,6,2,0,FALSE,"2 Family","2008",248000,"2004",0,"2003",0,"1979",0,NA,NA
"RM1",0.09,1616,1963,4,2,0,FALSE,"Cape Cod","2018",0,"2005",0,"1986",122500,NA,NA,NA,NA
"RM1",0.11,1344,1945,3,1,0,FALSE,"Cape Cod","2008",16000,"2008",140000,"2008",0,"2007",0,"2002",106000
"RM1",0.23,1632,1929,4,2,0,FALSE,"Colonial","2007",0,"1997",80000,NA,NA,NA,NA,NA,NA
"RM1",0.09,1344,1920,2,1,0,FALSE,"Bungalow","1995",87500,"1985",57500,NA,NA,NA,NA,NA,NA
"RM1",0.09,1464,1935,2,2,0,FALSE,"Bungalow","2005",220000,"2005",0,"2004",0,"1999",0,"1996",0
"RM1",0.12,1287,1950,2,1,0,FALSE,"Cape Cod","2004",230000,"2004",0,"2003",0,"1986",0,NA,NA
"RM1",0.23,1224,1956,3,1,0,FALSE,"Ranch","2008",2e+05,"2005",0,"2004",0,"1992",0,NA,NA
"RM1",0.11,2436,1945,6,2,0,FALSE,"2 Family","2002",95000,"1995",0,"1991",0,NA,NA,NA,NA
"RM1",0.11,1812,1945,4,2,0,FALSE,"2 Family","1998",0,"1988",145000,NA,NA,NA,NA,NA,NA
"RM1",0.23,1960,1965,6,2,0,FALSE,"2 Family","2004",275000,"2003",0,"1976",55000,NA,NA,NA,NA
"RM1",0.11,1546,1935,4,2,0,FALSE,"Cape Cod","2011",199000,"2010",61250,"2008",156504,"1998",0,"1996",0
