"zone","acres","sqft","yearbuilt","bedrooms","bathrooms","halfbaths","multibuilding","style","saledate1","saleprice1","saledate2","saleprice2","saledate3","saleprice3","saledate4","saleprice4","saledate5","saleprice5"
"RM2",0.11,1144,1911,2,2,0,FALSE,"Colonial","2012",72000,"2004",0,"2001",0,"1999",68000,"1999",20000
"RM2",0.11,1210,1911,2,1,0,FALSE,"Colonial","2010",0,"2001",0,"1994",8000,"1989",120000,NA,NA
"RM2",0.11,1144,1911,3,1,0,FALSE,"Colonial","2016",70000,"1998",25000,"1997",0,"1969",14500,NA,NA
"RM2",0.11,1144,1911,3,1,0,FALSE,"Colonial","2004",120000,"2002",68900,"1993",24900,NA,NA,NA,NA
"RM2",0.13,1204,1911,3,1,1,FALSE,"Colonial","2000",82677,"1993",31500,NA,NA,NA,NA,NA,NA
"RM2",0.09,2268,1900,4,2,0,FALSE,"2 Family","2015",0,"2015",0,"2015",92500,"2010",60100,"2008",0
"RM2",0.08,1200,1900,3,1,0,FALSE,"Colonial","2017",56000,"2017",0,"2017",0,"2001",74100,"1979",0
"RM2",0.08,1918,1900,4,2,0,FALSE,"2 Family","2015",1260000,"2013",810000,"2010",0,"2010",65000,"2006",0
"RM2",0.08,1932,1900,4,2,0,FALSE,"2 Family","2000",30000,"1996",0,NA,NA,NA,NA,NA,NA
"RM2",0.16,782,1900,2,1,0,FALSE,"Bungalow","2016",0,"2000",8500,"1999",0,"1993",0,NA,NA
"RM2",0.16,7099,1950,0,0,0,FALSE,"Apt 1-7 st","2012",0,"2012",210000,"1986",0,NA,NA,NA,NA
"RM2",0.08,2798,1900,6,3,0,FALSE,"2 Family","2010",185000,"2007",0,"2001",0,"1985",47000,NA,NA
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2010",185000,"2010",0,"2004",0,"1996",0,"1996",0
"RM2",0.08,1972,1900,5,2,0,FALSE,"2 Family","2011",30500,"1978",10000,NA,NA,NA,NA,NA,NA
"RM2",0.09,1884,1900,3,2,0,FALSE,"2 Family","2001",44000,"1993",0,NA,NA,NA,NA,NA,NA
"RM2",0.08,1149,1910,3,1,0,FALSE,"Colonial","2000",0,"1989",37000,NA,NA,NA,NA,NA,NA
"RM2",0.08,773,1900,2,1,0,FALSE,"Cape Cod","2015",0,"2013",0,"2013",32500,"2013",0,"2013",0
"RM2",0.08,560,1900,1,1,1,FALSE,"Bungalow","2013",0,"1994",40000,NA,NA,NA,NA,NA,NA
"RM2",0.13,2626,1900,2,2,0,FALSE,"2 Family","1994",25000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.16,2326,1900,4,2,0,FALSE,"2 Family","2014",125000,"2012",47500,"2012",0,"2011",0,"1994",0
"RM2",0.11,1692,1900,5,2,0,FALSE,"2 Family","1998",28000,"1997",0,NA,NA,NA,NA,NA,NA
"RM2",0.15,3427,1900,7,3,0,FALSE,"3 Family","2016",0,"2014",183000,"2013",0,"2013",96000,"2012",0
"RM2",0.14,1716,1888,4,2,0,FALSE,"2 Family","2008",150000,"2007",0,"1995",0,"1995",0,"1992",0
"RM2",0.1,2376,1900,4,2,0,FALSE,"2 Family","2016",0,"2015",61500,"2014",0,"2004",40500,"2004",0
"RM2",0.08,1975,1900,5,3,0,FALSE,"3 Family","2014",62000,"2014",0,"2014",0,"2007",270000,"2007",0
"RM2",0.07,1600,1900,6,2,0,FALSE,"2 Family","2005",171000,"2004",143000,"2004",0,"2003",0,"2003",25000
"RM2",0.08,2244,1900,4,2,0,FALSE,"2 Family","2011",0,"2010",47000,"2009",0,"1999",0,"1998",0
"RM2",0.16,772,1868,1,1,0,FALSE,"Bungalow","1991",36000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1265,1900,3,1,1,FALSE,"Colonial","2015",0,"2015",38000,"2004",26900,"1972",0,NA,NA
"RM2",0.08,1020,1900,2,1,0,FALSE,"Colonial","2001",0,"1996",0,"1993",79000,"1989",79000,NA,NA
"RM2",0.1,3362,1988,6,2,0,FALSE,"2 Family","2005",2e+05,"2005",0,"1986",0,NA,NA,NA,NA
"RM2",0.13,2112,1900,6,2,0,FALSE,"2 Family","1999",0,"1985",32000,NA,NA,NA,NA,NA,NA
"RM2",0.08,1832,1900,5,2,0,FALSE,"2 Family","2010",40500,"2010",0,"2010",0,"2007",220000,"1993",0
"RM2",0.05,0,NA,0,0,0,FALSE,"Outbuildings","2010",40500,"2010",0,"2010",0,"2007",220000,"1993",0
"RM2",0.12,1760,1900,4,2,0,FALSE,"2 Family","2012",0,"1998",26000,NA,NA,NA,NA,NA,NA
"RM2",0.08,1456,1900,3,2,0,FALSE,"2 Family","2013",40000,"2005",35000,"1984",0,NA,NA,NA,NA
"RM2",0.08,1120,1900,3,1,0,FALSE,"Colonial","2013",60000,"2007",25000,"2004",0,"1985",0,NA,NA
"RM2",0.08,1132,1900,2,1,1,FALSE,"Colonial","2010",35000,"2010",0,"2005",120000,"2004",42400,"1972",0
"RM2",0.08,1020,1900,3,1,0,FALSE,"Colonial","2012",64500,"2005",119000,"2003",82000,"2001",70000,"2001",11000
"RM2",0.16,1434,1900,3,1,0,FALSE,"Colonial","2016",0,"2006",0,"2002",65000,"1997",0,"1997",0
"RM2",0.08,1849,1900,5,2,0,FALSE,"2 Family","1994",10000,"1994",0,"1992",94900,"1988",187500,NA,NA
"RM2",0.08,1120,1900,3,2,0,FALSE,"Colonial","1989",60000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1188,1900,3,1,1,FALSE,"Colonial","2006",125000,"2005",500,"2003",0,"1994",23000,NA,NA
"RM2",0.16,504,1900,2,1,0,FALSE,"Row House","2017",165000,"2010",49500,"2010",0,"2003",150000,"2002",57750
"RM2",0.13,2204,1900,6,3,0,FALSE,"3 Family","2017",165000,"2010",49500,"2010",0,"2003",150000,"2002",57750
"RM2",0.11,2609,1900,5,3,0,FALSE,"3 Family","2015",40000,"2008",74900,"2007",0,"2000",8600,"1999",0
"RM2",0.08,936,1900,3,2,0,FALSE,"2 Family","2017",60000,"2016",0,"2009",0,"2003",20201,"2002",0
"RM2",0.08,2024,1900,4,2,0,FALSE,"2 Family","2006",150000,"2004",25000,"2001",20345,"1998",1000,"1997",0
"RM2",0.08,1008,1900,3,1,0,FALSE,"Colonial","2013",28500,"2013",0,"2002",21900,"2001",12000,"1990",0
"RM2",0.08,1734,1900,4,2,0,FALSE,"2 Family","2016",0,"2009",0,"2009",29900,"2007",0,"2005",0
"RM2",0.08,936,1900,3,1,0,FALSE,"Colonial","2012",0,"2000",25000,"1990",0,NA,NA,NA,NA
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2012",0,"2000",25000,"1990",0,NA,NA,NA,NA
"RM2",0.17,1120,1900,0,0,0,FALSE,"Garage","2006",1250000,"2006",0,"1996",0,"1992",0,NA,NA
"RM2",0.24,1556,1900,4,2,0,FALSE,"2 Family","2015",120000,"2012",0,"2012",75000,"2012",0,"2008",0
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2006",1250000,"2006",0,"1997",0,"1997",0,"1988",10000
"RM2",0.17,1688,1900,4,2,0,FALSE,"2 Family","1999",65000,"1987",65000,NA,NA,NA,NA,NA,NA
"RM2",0.12,1702,1900,3,1,1,FALSE,"Colonial","2004",81450,"1992",0,NA,NA,NA,NA,NA,NA
"RM2",0.17,1600,1900,6,2,0,FALSE,"2 Family","2017",70000,"2015",0,"2014",76500,"2014",62000,"2006",207500
"RM2",0.14,1412,1900,3,2,1,FALSE,"Colonial","2002",50000,"1998",0,"1993",20000,NA,NA,NA,NA
"RM2",0.19,2625,1989,6,2,0,FALSE,"2 Family","2005",0,"1997",32000,"1996",0,"1990",134000,NA,NA
"RM2",0.19,2758,1989,8,3,0,FALSE,"3 Family","2005",215000,"1990",134000,NA,NA,NA,NA,NA,NA
"RM2",0.19,2320,1989,8,3,0,FALSE,"3 Family","1990",134000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.19,2376,1989,6,2,2,FALSE,"2 Family","2014",175000,"2012",35000,"2010",0,"2010",0,"1997",40000
"RM2",0.09,0,NA,0,0,0,FALSE,"Vacant Land","1991",0,"1989",35650,NA,NA,NA,NA,NA,NA
"RM2",0.15,701,1900,2,1,0,FALSE,"Ranch","2008",107000,"1997",0,"1997",0,"1985",0,NA,NA
"RM2",0.15,0,NA,0,0,0,FALSE,"Vacant Land","2004",6583,"1999",0,NA,NA,NA,NA,NA,NA
"RM2",0.06,0,NA,0,0,0,FALSE,"Vacant Land","2008",0,"2002",70000,"1994",0,NA,NA,NA,NA
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2008",0,"2002",70000,"1994",0,NA,NA,NA,NA
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2008",0,"2002",70000,"1994",0,NA,NA,NA,NA
"RM2",0.23,8240,1981,0,0,0,FALSE,"Industrial","2002",70000,"1994",0,NA,NA,NA,NA,NA,NA
"RM2",0.1,1564,1900,4,2,0,FALSE,"Colonial","2017",110000,"2017",0,"2017",0,"2013",0,"2013",0
"RM2",0.05,768,1900,2,1,0,FALSE,"Colonial","2004",40000,"2004",0,"1996",0,"1996",0,"1991",10000
"RM2",0.06,0,NA,0,0,0,FALSE,"Vacant Land","2007",1300,"1994",0,NA,NA,NA,NA,NA,NA
"RM2",0.17,2256,1989,5,2,1,FALSE,"2 Family","1990",132000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1092,1910,3,1,0,FALSE,"Colonial","2003",0,"1998",0,"1993",5000,NA,NA,NA,NA
"RM2",0.1,2502,1910,4,2,0,FALSE,"2 Family","2016",0,"2015",65000,"2015",0,"2008",0,"2006",0
"RM2",0.1,1440,2012,3,1,1,FALSE,"Colonial","2012",95740,"2011",35000,"1997",0,"1997",0,"1985",0
"RM2",0.1,1440,2012,3,1,1,FALSE,"Colonial","2012",95740,"2011",35000,"1997",0,"1997",0,"1985",0
"RM2",0.11,1440,2012,3,1,1,FALSE,"Colonial","2012",95740,"2011",18000,"1990",0,NA,NA,NA,NA
"RM2",0.11,1440,2012,3,1,1,FALSE,"Colonial","2012",95740,"2012",0,"2004",0,"1986",5000,NA,NA
"RM2",0.1,1670,1910,4,2,0,FALSE,"2 Family","1990",198200,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.06,2341,1900,5,3,0,FALSE,"2 Family","2017",0,"2016",112000,"2009",0,"2009",55000,"2008",0
"RM2",0.06,1520,1910,3,1,1,FALSE,"Colonial","1999",48500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.09,1848,1910,4,0,2,FALSE,"Colonial","2017",0,"2017",0,"2017",43100,"2016",0,"2013",0
"RM2",0.07,3008,1900,0,0,0,FALSE,"Garage","2009",80000,"2009",0,"2007",0,"1994",0,NA,NA
"RM2",0.07,0,NA,0,0,0,FALSE,"Vacant Land","2009",80000,"2009",0,"1998",0,"1985",0,NA,NA
"RM2",0.07,1677,1900,5,2,0,FALSE,"2 Family","2017",0,"2016",0,"2015",0,"2011",0,"2007",169900
"RM2",0.05,1296,1900,3,1,0,FALSE,"Colonial","2015",0,"2011",30000,"2010",0,"2010",0,"2006",95000
"RM2",0.11,2635,1910,6,2,0,FALSE,"2 Family","1995",9500,"1994",23500,NA,NA,NA,NA,NA,NA
"RM2",0.1,0,NA,0,0,0,FALSE,"Vacant Land","2012",0,"1993",7000,"1989",65000,NA,NA,NA,NA
"RM2",0.09,0,NA,0,0,0,FALSE,"Vacant Land","1997",0,"1997",0,"1994",0,"1989",325000,NA,NA
"RM2",0.19,6400,1930,0,0,0,FALSE,"Food Process","2014",215000,"2007",0,"1989",290000,NA,NA,NA,NA
"RM2",0.07,1104,1910,3,1,0,FALSE,"Cape Cod","2007",55000,"1989",290000,NA,NA,NA,NA,NA,NA
"RM2",0.13,1500,1900,0,0,0,FALSE,"Service Garage","2013",65000,"1997",0,"1996",0,"1996",0,"1982",0
"RM2",0.04,2120,1910,4,4,0,FALSE,"2 Family","2013",0,"2012",56000,"2012",0,"2011",0,NA,0
"RM2",0.15,2256,1989,6,2,1,FALSE,"2 Family","2008",0,"1995",46500,"1994",0,"1990",132000,NA,NA
"RM2",0.15,2256,1989,5,2,1,FALSE,"2 Family","2009",0,"1990",132000,NA,NA,NA,NA,NA,NA
"RM2",0.12,1554,1910,4,2,0,FALSE,"2 Family","2013",24000,"2012",0,"2003",70000,"1996",0,"1994",0
"RM2",0.17,3081,1900,6,3,0,FALSE,"3 Family","2001",30000,"2001",0,"1993",0,NA,NA,NA,NA
"RM2",0.09,1186,1900,4,1,0,FALSE,"Colonial","2008",45000,"2008",0,"2006",145000,"2005",1e+05,"2002",0
"RM2",0.09,1860,1900,4,2,0,FALSE,"2 Family","2012",32500,"2012",0,"2010",0,"2006",166000,"1986",41500
"RM2",0.09,1216,1900,3,2,1,FALSE,"Colonial","2003",56000,"1986",0,NA,NA,NA,NA,NA,NA
"RM2",0.09,792,1910,3,1,0,FALSE,"Colonial","2007",160000,"1967",0,NA,NA,NA,NA,NA,NA
"RM2",0.08,3279,1900,9,4,0,FALSE,"3 Family","2018",217500,"2010",137292,"2009",0,"2009",57200,"2009",0
"RM2",0.12,2917,1910,9,5,0,FALSE,"3 Family","2014",160000,"2010",159636,"2009",71500,"2008",0,"2000",44000
"RM2",0.12,3127,1900,9,3,0,FALSE,"3 Family","2014",190000,"2012",85100,"2012",0,"2008",0,"2006",235000
"RM2",0.1,1556,1910,3,2,0,FALSE,"2 Family","2018",88000,"2017",0,"2004",109900,"2000",20000,"1988",0
"RM2",0.1,2410,1910,5,2,0,FALSE,"2 Family","2017",0,"2011",40000,"2011",0,"2009",0,"2009",38500
"RM2",0.08,2654,1910,5,3,0,FALSE,"2 Family","2004",93000,"2004",0,"2004",0,"2003",129000,"2000",15000
"RM2",0.07,2348,1900,6,2,0,FALSE,"2 Family","1992",50000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.07,4272,1900,9,3,0,FALSE,"3 Family","1988",83000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.11,936,1900,3,1,0,FALSE,"Old Style","2014",0,"2012",20300,"1998",0,"1995",12000,"1994",27000
"RM2",0.15,3628,1900,0,0,0,FALSE,"Museum/Gallery","2011",0,"2011",0,"2007",0,"2005",5000,"1981",0
"RM2",0.71,5093,1982,0,0,0,TRUE,"Apt 1-7 st","2015",0,"2003",1600000,"2000",0,"1999",0,"1988",5313000
"RM2",0.14,1440,2013,3,1,1,FALSE,"Colonial","2014",95740,"2013",0,"2005",0,"1985",0,NA,NA
"RM2",0.14,1440,2013,3,1,1,FALSE,"Colonial","2014",95740,"2013",0,"2010",0,"2006",1500,"1999",0
"RM2",0.13,1440,2013,3,1,1,FALSE,"Colonial","2014",95740,"2013",0,"2010",0,"2006",1500,"1999",0
"RM2",0.13,1440,2013,3,1,1,FALSE,"Colonial","2014",95740,"2013",0,"2010",0,"2006",1500,"1999",0
"RM2",0.11,2020,1905,6,3,0,FALSE,"3 Family","2009",99000,"2009",0,"2009",0,"2007",295000,"2007",161000
"RM2",0.08,2334,1905,6,3,0,FALSE,"2 Family","2008",140000,"1992",13000,NA,NA,NA,NA,NA,NA
"RM2",0.08,2290,1905,5,3,0,FALSE,"3 Family","2016",0,"2005",0,"2004",146000,"2001",21000,"2001",124312
"RM2",0.08,1760,1905,4,2,0,FALSE,"2 Family","2003",70000,"1998",0,"1998",0,"1998",0,"1989",1e+05
"RM2",0.08,1380,1905,6,2,0,FALSE,"2 Family","2016",112000,"2014",42500,"2014",0,"2014",0,"2001",75000
"RM2",0.08,1680,1900,4,2,0,FALSE,"2 Family","2005",108000,"2002",13500,"2000",0,"1999",0,"1999",0
"RM2",0.08,1925,1905,6,2,0,FALSE,"2 Family","2016",0,"2014",53000,"2014",0,"2010",0,"2006",90000
"RM2",0.08,1781,1900,3,2,0,FALSE,"Colonial","2014",130000,"2009",35000,"2008",0,"2008",0,"2005",172000
"RM2",0.08,1280,1918,4,2,0,FALSE,"Colonial","2008",45000,"2008",88602,"2000",10000,"1996",0,NA,NA
"RM2",0.08,1568,1905,4,2,0,FALSE,"2 Family","2014",0,"2011",59900,"2011",0,"2009",0,"2004",130000
"RM2",0.07,2646,1905,4,2,0,FALSE,"2 Family","2004",0,"2004",117000,"2004",0,"2000",85171,"1986",0
"RM2",0.07,1872,1905,4,2,0,FALSE,"2 Family","2009",0,"2009",40820,"2008",148992,"2003",115000,"1974",0
"RM2",0.08,2846,1905,5,3,0,FALSE,"3 Family","1978",17000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.04,0,NA,0,0,0,FALSE,"Vacant Land","2011",0,"2010",0,"1988",6500,NA,NA,NA,NA
"RM2",0.12,2621,1905,6,3,0,FALSE,"2 Family","2010",185000,"2007",0,"2001",0,"1996",3500,"1996",0
"RM2",0.08,0,NA,0,0,0,FALSE,"Vacant Land","2009",0,"1985",9000,NA,NA,NA,NA,NA,NA
"RM2",0.08,1344,1905,4,1,1,FALSE,"Colonial","2015",1260000,"2013",810000,"2010",45500,"2009",65530,"2005",0
"RM2",0.19,2502,1905,6,3,0,FALSE,"3 Family","2014",0,"2011",59900,"2011",0,"2010",0,"2009",0
"RM2",0.1,2396,1905,6,3,0,FALSE,"2 Family","2017",175000,"2012",47000,"2012",0,"2012",0,"2005",0
"RM2",0.04,1740,1900,3,2,0,FALSE,"Colonial","1988",92000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.06,1496,1900,4,1,1,FALSE,"Colonial","1978",15000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.07,1326,1900,3,2,0,FALSE,"Colonial","2001",0,"2001",68000,"1973",0,NA,NA,NA,NA
"RM2",0.07,1434,1900,3,2,0,FALSE,"Colonial","2002",65000,"1990",0,NA,NA,NA,NA,NA,NA
"RM2",0.1,1070,1900,3,1,0,FALSE,"Colonial","2016",0,"2014",0,"2014",38000,"2007",155000,"2005",118000
"RM2",0.06,1575,1900,3,3,0,FALSE,"2 Family","2008",94900,"2007",0,"2003",112000,"2003",0,"2002",0
"RM2",0.06,1592,1900,3,1,1,FALSE,"Colonial","2015",0,"2012",40000,"2012",0,"2008",50000,"2008",0
"RM2",0.11,2923,1900,0,0,0,FALSE,"Retail&lt;10th sf","2007",0,"2002",80000,"1998",12500,"1991",0,NA,NA
"RM2",0.1,1014,1988,3,1,0,FALSE,"Raised Ranch","2000",56500,"2000",18000,"1999",0,"1997",0,"1993",70000
"RM2",0.07,2112,1900,4,2,0,FALSE,"2 Family","2006",221000,"2006",195000,"2005",83500,"2005",0,"1979",0
"RM2",0.06,1040,1910,3,1,1,FALSE,"Colonial","2017",0,"1997",0,"1996",0,"1988",98000,NA,NA
"RM2",0.06,0,NA,0,0,0,FALSE,"Vacant Land","2009",0,"1995",0,"1990",15000,NA,NA,NA,NA
"RM2",0.05,0,NA,0,0,0,FALSE,"Vacant Land","2015",0,"1997",0,"1994",0,"1989",42000,NA,NA
"RM2",0.08,1020,1900,3,1,0,FALSE,"Colonial","2014",30000,"2014",0,"2000",0,"1999",0,"1999",0
"RM2",0.08,1404,1930,3,1,1,FALSE,"Colonial","2017",133000,"2012",0,"2012",0,"2010",41900,"2009",95000
"RM2",0.08,1404,1910,4,1,0,FALSE,"Colonial","2017",5000,"2017",0,"2016",26050,"2011",0,"2011",0
"RM2",0.08,1044,1900,3,2,0,FALSE,"Cape Cod","2014",60000,"2010",0,"2009",27000,"2009",0,"2009",0
"RM2",0.08,1260,1900,6,3,0,FALSE,"2 Family","1999",15000,"1999",0,"1998",0,"1991",40000,NA,NA
"RM2",0.08,1200,1900,3,1,1,FALSE,"Colonial","2018",50000,"2017",0,"1980",14900,NA,NA,NA,NA
"RM2",0.08,1120,1900,5,3,0,FALSE,"2 Family","2012",0,"2003",67000,"1993",0,NA,NA,NA,NA
"RM2",0.09,1440,1900,5,3,0,FALSE,"3 Family","2017",151000,"2001",0,"1994",43000,NA,NA,NA,NA
"RM2",0.08,616,1890,4,2,0,FALSE,"Raised Ranch","2008",0,"2007",0,"2006",0,"1992",10000,NA,NA
"RM2",0.08,1170,1900,3,1,0,FALSE,"Colonial","2002",0,"2002",0,"2001",27500,"2001",0,"1988",85000
"RM2",0.08,1292,1900,4,2,0,FALSE,"2 Family","2010",53000,"2009",0,"2007",0,"2005",137500,"2004",67800
"RM2",0.06,1061,1900,3,1,0,FALSE,"Colonial","2010",31000,"2010",0,"2005",108000,"1998",27000,"1982",0
"RM2",0.08,884,1900,3,1,0,FALSE,"Colonial","2014",0,"2013",13500,"2013",0,"1995",19500,"1985",0
"RM2",0.08,901,1900,3,1,0,FALSE,"Cape Cod","1994",0,"1984",13500,NA,NA,NA,NA,NA,NA
"RM2",0.08,1301,1900,3,1,0,FALSE,"Colonial","2014",0,"1984",40000,NA,NA,NA,NA,NA,NA
"RM2",0.08,1482,1900,4,1,1,FALSE,"Colonial","2017",0,"2015",0,"2015",35500,"2015",0,"2004",92000
"RM2",0.08,1400,1900,2,1,0,FALSE,"Cape Cod","2005",0,"2002",0,"2002",16000,"1999",12000,"1998",0
"RM2",0.08,884,1902,3,1,0,FALSE,"Colonial","2004",0,"2004",95000,"2003",38750,"2003",0,"2000",0
"RM2",0.08,878,1900,3,1,0,FALSE,"Cape Cod","2003",50000,"1967",0,NA,NA,NA,NA,NA,NA
"RM2",0.1,1037,1900,2,1,1,FALSE,"Colonial","2007",119000,"2005",0,"2005",85000,"2004",0,"2004",0
"RM2",0.05,880,1910,2,1,0,FALSE,"Colonial","2014",0,"2010",30000,"2009",0,"2005",0,"2005",84800
"RM2",0.07,1068,1900,3,1,0,FALSE,"Colonial","2014",0,"2010",35000,"2009",0,"2005",0,"2005",84800
"RM2",0.07,1015,1900,2,1,0,FALSE,"Cape Cod","2014",39151,"2014",0,"2006",150000,"2005",61000,"1974",12500
"RM2",0.07,1015,1910,2,2,0,FALSE,"Cape Cod","2013",0,"2011",40000,"2011",0,"2011",0,"1974",11000
"RM2",0.07,1325,1900,3,1,0,FALSE,"Cape Cod","1988",93500,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1129,1910,1,1,0,FALSE,"Colonial","2010",0,"2009",33500,"2008",116476,"2006",130000,"2006",0
"RM2",0.33,1979,1848,0,0,0,TRUE,"Off Conv Res","2000",0,"1991",26000,NA,NA,NA,NA,NA,NA
"RM2",0.16,1880,1900,0,0,0,FALSE,"Garage","2018",0,"2017",135000,"1996",0,"1989",53000,NA,NA
"RM2",0.11,3840,1900,8,4,0,FALSE,"4 Family","2004",220000,"2001",0,"1986",75000,NA,NA,NA,NA
"RM2",0.02,0,NA,0,0,0,FALSE,"Vacant Land","2007",247,"2005",0,"1994",5000,NA,NA,NA,NA
"RM2",0.09,964,1900,6,2,0,FALSE,"2 Family","2016",68000,"2007",2064,"1999",8500,"1999",0,"1991",35000
"RM2",0.09,0,NA,0,0,0,FALSE,"Vacant Land","2017",0,"2014",0,"1993",6000,"1989",130000,NA,NA
"RM2",0.11,2450,1900,6,3,0,FALSE,"3 Family","2010",140646,"2010",0,"2010",75000,"2009",0,"2005",211250
"RM2",0.11,0,NA,0,0,0,FALSE,"Outbuildings","1990",12500,"1990",0,NA,NA,NA,NA,NA,NA
"RM2",0.11,1480,1900,3,2,0,FALSE,"Colonial","2005",68000,"2002",0,"1988",0,NA,NA,NA,NA
"RM2",0.08,2547,1900,6,3,0,FALSE,"2 Family","2005",72000,"2005",0,"1975",0,NA,NA,NA,NA
"RM2",0.07,3264,1900,8,4,0,FALSE,"4 Family","2014",210000,"1989",10000,NA,NA,NA,NA,NA,NA
"RM2",0.08,2400,1900,4,2,0,FALSE,"2 Family","2012",0,"2011",66000,"2010",0,"2010",0,"2006",215000
"RM2",0.07,3012,1900,8,3,0,FALSE,"3 Family","2017",180000,"2010",0,"2010",82000,"2010",0,"2002",130000
"RM2",0.04,1334,1918,4,2,0,FALSE,"Colonial","2017",0,"2017",60000,"2016",0,"2007",104000,"2007",0
"RM2",0.23,4980,1960,0,0,0,FALSE,"Churches","1993",230000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.11,2014,1920,6,3,0,FALSE,"2 Family","2005",129000,"2003",0,"2001",0,"1979",0,NA,NA
"RM2",0.11,1200,1900,3,1,0,FALSE,"Colonial","2009",0,"2009",33000,"2009",0,"2008",0,"2006",165000
"RM2",0.11,3766,1900,7,4,0,FALSE,"4 Family","2016",75000,"2011",75000,"1998",0,"1988",0,NA,NA
"RM2",0.22,1992,1900,4,2,0,FALSE,"Colonial","2017",0,"2017",65000,"2017",0,"1996",0,"1996",0
"RM2",0.11,1764,1900,4,2,0,FALSE,"2 Family","2002",45000,"2000",0,NA,NA,NA,NA,NA,NA
"RM2",0.07,1008,1900,3,1,0,FALSE,"Colonial","2000",0,"2000",0,"1997",25000,"1996",0,"1996",0
"RM2",0.07,1008,1910,3,1,1,FALSE,"Colonial","2009",0,"2009",43000,"2008",0,"2007",173000,"2007",88000
"RM2",0.11,1578,1900,4,2,0,FALSE,"2 Family","2008",170000,"2007",0,"2007",0,"2006",0,"1999",0
"RM2",0.11,2234,1900,5,3,0,TRUE,"2 Family","2009",0,"2009",0,"2006",0,"2003",64000,"2003",0
"RM2",0.06,3135,1900,0,0,0,FALSE,"Mix Ret Apt","2017",0,"2012",0,"2011",0,"2010",122800,"2010",0
"RM2",0.11,2332,1900,5,3,0,FALSE,"2 Family","2000",106820,"1997",0,"1997",0,"1997",0,"1984",0
"RM2",0.11,2353,1900,6,3,1,FALSE,"2 Family","1988",120000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.11,2249,1900,6,3,0,FALSE,"Colonial","2000",52000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1875,1900,7,3,1,FALSE,"2 Family","2009",0,"2009",65000,"2009",0,"2007",207000,"1986",0
"RM2",0.12,1440,2014,3,1,1,FALSE,"Colonial","2014",95740,"2014",0,"2000",0,"1999",0,"1988",487500
"RM2",0.08,3022,1900,6,3,0,FALSE,"3 Family","2008",0,"2008",286000,"2007",89900,"2004",0,"1991",0
"RM2",0.11,2570,1900,5,3,0,FALSE,"2 Family","2011",85000,"2011",85000,"2010",0,"2009",73500,"2009",0
"RM2",0.11,1388,1900,2,2,0,FALSE,"Bungalow","2017",1e+05,"1985",0,NA,NA,NA,NA,NA,NA
"RM2",0.11,2000,1900,4,2,0,FALSE,"2 Family","2013",0,"2012",0,"2012",62000,"2012",0,"2012",0
"RM2",0.11,2044,1900,4,2,0,FALSE,"2 Family","1994",35000,"1994",0,NA,NA,NA,NA,NA,NA
"RM2",0.08,1388,1910,3,1,1,FALSE,"Colonial","1986",54000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.08,1832,1900,4,3,0,FALSE,"2 Family","2004",160000,"2003",30000,"1997",23000,NA,NA,NA,NA
"RM2",0.07,1522,1914,4,2,0,FALSE,"2 Family","2012",61000,"2011",0,"2006",162000,"2005",0,"1987",84000
"RM2",0.07,1068,1900,3,1,0,FALSE,"Colonial","2014",0,"2013",0,"2013",42500,"1991",0,NA,NA
"RM2",0.11,2268,1914,5,2,0,FALSE,"2 Family","2002",1e+05,"1998",0,"1997",0,"1996",0,"1988",125000
"RM2",0.16,1656,1900,4,2,0,FALSE,"2 Family","2004",125000,"2004",0,NA,0,NA,NA,NA,NA
"RM2",0.12,2320,1990,6,2,0,FALSE,"2 Family","1990",134000,NA,NA,NA,NA,NA,NA,NA,NA
"RM2",0.05,2264,1920,6,2,0,FALSE,"2 Family","2015",0,"2013",0,"2013",80000,"2007",256700,"2007",110000
"RM2",0.05,1752,1920,4,2,0,FALSE,"2 Family","2007",262000,"2007",110000,"2003",60000,"1999",0,"1998",0
